title,ingr_full,ingr_nums,ingr_cnt,ingr_qnt,ingr_units,ingr_num_total,ingr_wrds,ingr_wrds_cln
peanut-butter-french-toast,1/4 cup peanut butter,1/4,1/4,,cups,0.25,peanut butter,peanut butter
peanut-butter-french-toast,2 tablespoons white sugar,2,2,,tablespoons,2.0,white sugar,white sugar
peanut-butter-french-toast,1/2 teaspoon vanilla extract (optional),1/2,1/2,,teaspoons,0.5,vanilla extract optional,vanilla extract
peanut-butter-french-toast,1/4 teaspoon ground cinnamon,1/4,1/4,,teaspoons,0.25,ground cinnamon,cinnamon
peanut-butter-french-toast,1 tablespoon vegetable oil,1,1,,tablespoons,1.0,vegetable oil,vegetable oil
peanut-butter-french-toast,4 slices bread,4,4,,slices,4.0,bread,bread
mccormick-stuffed-french-toast,1 (8 ounce) tub whipped cream cheese,1 8,8,,ounces,8.0,tub whipped cream cheese,tub whipped cream cheese
mccormick-stuffed-french-toast,1 tablespoon brown sugar,1,1,,tablespoons,1.0,brown sugar,brown sugar
mccormick-stuffed-french-toast,"3 teaspoons mccormick\xae cinnamon, ground, divided",3 \,3,,teaspoons,3.0,mccormickxae cinnamon ground divided,cinnamon
mccormick-stuffed-french-toast,"1 1/2 teaspoons mccormick\xae pure vanilla extract, divided",1 1/2 \,1/2,,teaspoons,0.5,mccormickxae pure vanilla extract divided,vanilla extract
mccormick-stuffed-french-toast,16 (1/2 inch thick) slices italian bread,16 1/2,16,,slices,16.0,inch thick italian bread,italian bread
mccormick-stuffed-french-toast,1/2 cup apricot preserves or jam,1/2,1/2,,cups,0.5,apricot preserves or jam,apricot or jam
mccormick-stuffed-french-toast,5 eggs,5,5,,,5.0,eggs,eggs
mccormick-stuffed-french-toast,1 cup milk,1,1,,cups,1.0,milk,milk
mccormick-stuffed-french-toast,"2 tablespoons butter, divided",2,2,,tablespoons,2.0,butter divided,butter
ham-and-provolone-stuffed-french-toast,4 slices sargento\xae sliced reduced sodium provolone cheese,4 \,4,,slices,4.0,sargentoxae sliced reduced sodium provolone cheese,sargentoxae reduced sodium provolone cheese
ham-and-provolone-stuffed-french-toast,2 ounces thinly sliced deli honey baked ham,2,2,,ounces,2.0,thinly sliced deli honey baked ham,deli honey baked ham
ham-and-provolone-stuffed-french-toast,4 slices lower sodium rye or millet bread,4,4,,slices,4.0,lower sodium rye or millet bread,lower sodium rye or millet bread
ham-and-provolone-stuffed-french-toast,1/4 cup milk,1/4,1/4,,cups,0.25,milk,milk
ham-and-provolone-stuffed-french-toast,"1 large egg, beaten",1,1,,large,1.0,egg beaten,egg
ham-and-provolone-stuffed-french-toast,1/8 teaspoon ground nutmeg,1/8,1/8,,teaspoons,0.13,ground nutmeg,nutmeg
ham-and-provolone-stuffed-french-toast,2 teaspoons unsalted butter,2,2,,teaspoons,2.0,unsalted butter,butter
ham-and-provolone-stuffed-french-toast,1/4 cup pure maple syrup,1/4,1/4,,cups,0.25,pure maple syrup,maple syrup
easy-pina-colada-french-toast,8 eggs,8,8,,,8.0,eggs,eggs
easy-pina-colada-french-toast,2/3 cup milk,2/3,2/3,,cups,0.67,milk,milk
easy-pina-colada-french-toast,1/2 cup bottled pina colada drink mix,1/2,1/2,,cups,0.5,bottled pina colada drink mix,bottled pina colada drink mix
easy-pina-colada-french-toast,"1 tablespoon butter, or as needed",1,1,,tablespoons,1.0,butter or as needed,butter or
easy-pina-colada-french-toast,12 (1/2 inch thick) slices french bread,12 1/2,12,,slices,12.0,inch thick french bread,french bread
easy-pina-colada-french-toast,"2 bananas, sliced",2,2,,,2.0,bananas sliced,bananas
cinnamon-raisin-stuffed-french-toast,"4 ounces cream cheese, softened",4,4,,ounces,4.0,cream cheese softened,cream cheese
cinnamon-raisin-stuffed-french-toast,1 tablespoon white sugar,1,1,,tablespoons,1.0,white sugar,white sugar
cinnamon-raisin-stuffed-french-toast,1/8 teaspoon ground cinnamon,1/8,1/8,,teaspoons,0.13,ground cinnamon,cinnamon
cinnamon-raisin-stuffed-french-toast,8 slices raisin cinnamon bread (such as pepperidge farm\xae),8 \,8,,slices,8.0,raisin cinnamon bread such as pepperidge farmxae,raisin cinnamon bread farmxae
cinnamon-raisin-stuffed-french-toast,2 eggs,2,2,,,2.0,eggs,eggs
cinnamon-raisin-stuffed-french-toast,3 tablespoons milk,3,3,,tablespoons,3.0,milk,milk
cinnamon-raisin-stuffed-french-toast,1/8 teaspoon ground cinnamon,1/8,1/8,,teaspoons,0.13,ground cinnamon,cinnamon
cinnamon-raisin-stuffed-french-toast,"1 teaspoon butter, or as needed",1,1,,teaspoons,1.0,butter or as needed,butter or
patriotic-french-toast,"1 (10 ounce) package frozen strawberries, thawed",1 10,10,,ounces,10.0,package frozen strawberries thawed,strawberries thawed
patriotic-french-toast,1 cup fresh blueberries,1,1,,cups,1.0,fresh blueberries,blueberries
patriotic-french-toast,"1 (8 ounce) package cream cheese, softened",1 8,8,,ounces,8.0,package cream cheese softened,cream cheese
patriotic-french-toast,2 cups confectioners' sugar,2,2,,cups,2.0,confectioners sugar,confectioners sugar
patriotic-french-toast,2 cups milk,2,2,,cups,2.0,milk,milk
patriotic-french-toast,"2 eggs, beaten",2,2,,,2.0,eggs beaten,eggs
patriotic-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
patriotic-french-toast,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
patriotic-french-toast,2 tablespoons butter,2,2,,tablespoons,2.0,butter,butter
patriotic-french-toast,8 thick slices bread,8,8,,slices,8.0,thick bread,bread
made-over-french-toast-with-spiced-pears,3 tablespoons honey,3,3,,tablespoons,3.0,honey,honey
made-over-french-toast-with-spiced-pears,1 tablespoon lemon juice,1,1,,tablespoons,1.0,lemon juice,lemon juice
made-over-french-toast-with-spiced-pears,1/4 teaspoon ground cinnamon,1/4,1/4,,teaspoons,0.25,ground cinnamon,cinnamon
made-over-french-toast-with-spiced-pears,1/4 teaspoon ground ginger,1/4,1/4,,teaspoons,0.25,ground ginger,ginger
made-over-french-toast-with-spiced-pears,"2 large ripe pears, cored and sliced",2,2,,ripe,2.0,pears cored and sliced,pears and
made-over-french-toast-with-spiced-pears,2 large eggs,2,2,,large,2.0,eggs,eggs
made-over-french-toast-with-spiced-pears,1/3 cup milk,1/3,1/3,,cups,0.33,milk,milk
made-over-french-toast-with-spiced-pears,1 tablespoon honey,1,1,,tablespoons,1.0,honey,honey
made-over-french-toast-with-spiced-pears,1/4 teaspoon ground cinnamon,1/4,1/4,,teaspoons,0.25,ground cinnamon,cinnamon
made-over-french-toast-with-spiced-pears,1/4 teaspoon ground ginger,1/4,1/4,,teaspoons,0.25,ground ginger,ginger
made-over-french-toast-with-spiced-pears,4 slices bread,4,4,,slices,4.0,bread,bread
made-over-french-toast-with-spiced-pears,"1/4 cup toasted sliced almonds, for garnish",1/4,1/4,,cups,0.25,toasted sliced almonds for garnish,almonds garnish
gils-brioche-french-toast,1 (1 pound) loaf rectangular brioche bread,1 1,1,,pound,1.0,rectangular brioche bread,rectangular brioche bread
gils-brioche-french-toast,"3 cups fresh strawberries, hulled, divided",3,3,,cups,3.0,fresh strawberries hulled divided,strawberries hulled
gils-brioche-french-toast,2 tablespoons water,2,2,,tablespoons,2.0,water,water
gils-brioche-french-toast,"2 cups heavy cream, divided",2,2,,cups,2.0,heavy cream divided,heavy cream
gils-brioche-french-toast,1 teaspoon vanilla extract (optional),1,1,,teaspoons,1.0,vanilla extract optional,vanilla extract
gils-brioche-french-toast,1 tablespoon confectioners' sugar (optional),1,1,,tablespoons,1.0,confectioners sugar optional,confectioners sugar
gils-brioche-french-toast,6 eggs,6,6,,,6.0,eggs,eggs
gils-brioche-french-toast,2 tablespoons unsalted butter,2,2,,tablespoons,2.0,unsalted butter,butter
strawberry-cheesecake-french-toast,1 cup mashed fresh strawberries,1,1,,cups,1.0,mashed fresh strawberries,mashed strawberries
strawberry-cheesecake-french-toast,1/2 cup white sugar,1/2,1/2,,cups,0.5,white sugar,white sugar
strawberry-cheesecake-french-toast,2 tablespoons cornstarch,2,2,,tablespoons,2.0,cornstarch,cornstarch
strawberry-cheesecake-french-toast,1 cup water,1,1,,cups,1.0,water,water
strawberry-cheesecake-french-toast,1 cup milk,1,1,,cups,1.0,milk,milk
strawberry-cheesecake-french-toast,6 eggs,6,6,,,6.0,eggs,eggs
strawberry-cheesecake-french-toast,"1 (8 ounce) package cream cheese, softened",1 8,8,,ounces,8.0,package cream cheese softened,cream cheese
strawberry-cheesecake-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
strawberry-cheesecake-french-toast,3/4 cup white sugar,3/4,3/4,,cups,0.75,white sugar,white sugar
strawberry-cheesecake-french-toast,"8 slices bread, cut in half diagonally",8,8,,slices,8.0,bread cut in half diagonally,bread half
strawberry-cheesecake-french-toast,1 teaspoon butter,1,1,,teaspoons,1.0,butter,butter
strawberry-cheesecake-french-toast,8 sliced fresh strawberries,8,8,,,8.0,sliced fresh strawberries,strawberries
strawberry-cheesecake-french-toast,1 tablespoon confectioners' sugar for dusting,1,1,,tablespoons,1.0,confectioners sugar for dusting,confectioners sugar
strawberry-cheesecake-french-toast,1 cup whipped cream,1,1,,cups,1.0,whipped cream,whipped cream
cinnamon-accented-french-toast,"3 eggs, beaten",3,3,,,3.0,eggs beaten,eggs
cinnamon-accented-french-toast,2 teaspoons white sugar,2,2,,teaspoons,2.0,white sugar,white sugar
cinnamon-accented-french-toast,1 teaspoon milk,1,1,,teaspoons,1.0,milk,milk
cinnamon-accented-french-toast,1 teaspoon ground cinnamon,1,1,,teaspoons,1.0,ground cinnamon,cinnamon
cinnamon-accented-french-toast,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
cinnamon-accented-french-toast,6 slices bread,6,6,,slices,6.0,bread,bread
caramel-french-toast,1 cup brown sugar,1,1,,cups,1.0,brown sugar,brown sugar
caramel-french-toast,1/2 cup butter,1/2,1/2,,cups,0.5,butter,butter
caramel-french-toast,2 tablespoons light corn syrup,2,2,,tablespoons,2.0,light corn syrup,corn syrup
caramel-french-toast,1/4 cup pecan halves (optional),1/4,1/4,,cups,0.25,pecan halves optional,pecan
caramel-french-toast,"1 apple, sliced (optional)",1,1,,,1.0,apple sliced optional,apple
caramel-french-toast,12 slices bread,12,12,,slices,12.0,bread,bread
caramel-french-toast,"6 eggs, beaten",6,6,,,6.0,eggs beaten,eggs
caramel-french-toast,1 1/2 cups milk,1 1/2,1/2,,cups,0.5,milk,milk
caramel-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
caramel-french-toast,1/2 teaspoon almond extract,1/2,1/2,,teaspoons,0.5,almond extract,almond extract
caramel-french-toast,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
vanilla-french-toast,2 eggs,2,2,,,2.0,eggs,eggs
vanilla-french-toast,1/2 cup milk,1/2,1/2,,cups,0.5,milk,milk
vanilla-french-toast,2 tablespoons sugar,2,2,,tablespoons,2.0,sugar,sugar
vanilla-french-toast,1 tablespoon spice islands\xae pure vanilla extract,1 \,1,,tablespoons,1.0,spice islandsxae pure vanilla extract,spice islandsxae vanilla extract
vanilla-french-toast,1/4 teaspoon ground cinnamon,1/4,1/4,,teaspoons,0.25,ground cinnamon,cinnamon
vanilla-french-toast,1 tablespoon butter,1,1,,tablespoons,1.0,butter,butter
vanilla-french-toast,6 slices bread,6,6,,slices,6.0,bread,bread
chocolate-banana-french-toast,5 eggs,5,5,,,5.0,eggs,eggs
chocolate-banana-french-toast,2/3 cup chocolate milk,2/3,2/3,,cups,0.67,chocolate milk,chocolate milk
chocolate-banana-french-toast,"2 ripe bananas, well mashed",2,2,,ripe,2.0,bananas well mashed,bananas well mashed
chocolate-banana-french-toast,"10 slices bread, butter or cooking oil, sliced bananas and strawberries (optional), maple syrup, chocolate syrup, and/or jam",10 /,10,,slices,10.0,bread butter or cooking oil sliced bananas and strawberries optional maple syrup chocolate syrup andor jam,bread butter or cooking oil bananas and strawberries maple syrup chocolate syrup andor jam
praline-pecan-french-toast,6 eggs,6,6,,,6.0,eggs,eggs
praline-pecan-french-toast,1 1/2 cups half-and-half,1 1/2,1/2,,cups,0.5,half and half,half and half
praline-pecan-french-toast,1 tablespoon brown sugar,1,1,,tablespoons,1.0,brown sugar,brown sugar
praline-pecan-french-toast,2 teaspoons vanilla extract,2,2,,teaspoons,2.0,vanilla extract,vanilla extract
praline-pecan-french-toast,"1 (12 ounce) loaf french bread, sliced 1-inch thick",1 12 1,12,,ounces,12.0,french bread sliced inch thick,french bread
praline-pecan-french-toast,1 tablespoon butter,1,1,,tablespoons,1.0,butter,butter
praline-pecan-french-toast,3/4 cup firmly packed brown sugar,3/4,3/4,,cups,0.75,firmly packed brown sugar,firmly brown sugar
praline-pecan-french-toast,1/2 cup maple syrup,1/2,1/2,,cups,0.5,maple syrup,maple syrup
praline-pecan-french-toast,3/4 cup chopped toasted pecans,3/4,3/4,,cups,0.75,chopped toasted pecans,pecans
strawberry-cream-cheese-french-toast,"12 slices home-style white bread, cut into 1-inch cubes, divided",12 1,12,,slices,12.0,home style white bread cut into inch cubes divided,home white bread
strawberry-cream-cheese-french-toast,"2 (8 ounce) packages cold cream cheese, cut into 1-inch cubes",2 8 1,2,8,ounces,16.0,packages cold cream cheese cut into inch cubes,cold cream cheese
strawberry-cream-cheese-french-toast,1 1/2 cups sliced fresh strawberries,1 1/2,1/2,,cups,0.5,sliced fresh strawberries,strawberries
strawberry-cream-cheese-french-toast,2 cups half-and-half,2,2,,cups,2.0,half and half,half and half
strawberry-cream-cheese-french-toast,12 large eggs,12,12,,large,12.0,eggs,eggs
strawberry-cream-cheese-french-toast,"1/3 cup pure maple syrup, sauce:",1/3,1/3,,cups,0.33,pure maple syrup sauce,maple syrup sauce
strawberry-cream-cheese-french-toast,1 cup white sugar,1,1,,cups,1.0,white sugar,white sugar
strawberry-cream-cheese-french-toast,1 cup water,1,1,,cups,1.0,water,water
strawberry-cream-cheese-french-toast,2 tablespoons cornstarch,2,2,,tablespoons,2.0,cornstarch,cornstarch
strawberry-cream-cheese-french-toast,1 cup sliced fresh strawberries,1,1,,cups,1.0,sliced fresh strawberries,strawberries
strawberry-cream-cheese-french-toast,1 tablespoon butter,1,1,,tablespoons,1.0,butter,butter
praline-pecan-french-toast,1 1/2 cups half-and-half,1 1/2,1/2,,cups,0.5,half and half,half and half
praline-pecan-french-toast,8 eggs,8,8,,,8.0,eggs,eggs
praline-pecan-french-toast,2 tablespoons vanilla extract,2,2,,tablespoons,2.0,vanilla extract,vanilla extract
praline-pecan-french-toast,1 tablespoon dark brown sugar,1,1,,tablespoons,1.0,dark brown sugar,dark brown sugar
praline-pecan-french-toast,8 slices french bread,8,8,,slices,8.0,french bread,french bread
praline-pecan-french-toast,"1/4 cup butter, or more as needed",1/4,1/4,,cups,0.25,butter or more as needed,butter or
praline-pecan-french-toast,3/4 cup brown sugar,3/4,3/4,,cups,0.75,brown sugar,brown sugar
praline-pecan-french-toast,1/2 cup maple syrup,1/2,1/2,,cups,0.5,maple syrup,maple syrup
praline-pecan-french-toast,3/4 cup chopped pecans,3/4,3/4,,cups,0.75,chopped pecans,pecans
praline-pecan-french-toast,"2 tablespoons confectioners sugar, or more to taste",2,2,,tablespoons,2.0,confectioners sugar or more to taste,confectioners sugar or
pineapple-stuffed-french-toast,"1 cup chopped fresh pineapple, drained",1,1,,cups,1.0,chopped fresh pineapple drained,pineapple
pineapple-stuffed-french-toast,"1 1/2 teaspoons ground cinnamon, divided",1 1/2,1/2,,teaspoons,0.5,ground cinnamon divided,cinnamon
pineapple-stuffed-french-toast,4 slices good bread,4,4,,slices,4.0,good bread,bread
pineapple-stuffed-french-toast,2 tablespoons cream cheese,2,2,,tablespoons,2.0,cream cheese,cream cheese
pineapple-stuffed-french-toast,1 cup whole milk,1,1,,cups,1.0,whole milk,milk
pineapple-stuffed-french-toast,1 egg,1,1,,,1.0,egg,egg
pineapple-stuffed-french-toast,2 tablespoons white sugar,2,2,,tablespoons,2.0,white sugar,white sugar
pineapple-stuffed-french-toast,1/2 teaspoon vanilla extract,1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
pineapple-stuffed-french-toast,1 tablespoon butter,1,1,,tablespoons,1.0,butter,butter
pineapple-stuffed-french-toast,"2 tablespoons hot fudge sauce, or to taste",2,2,,tablespoons,2.0,hot fudge sauce or to taste,hot fudge sauce or
apple-pie-french-toast,"4 apples, peeled and thinly sliced",4,4,,,4.0,apples peeled and thinly sliced,apples and
apple-pie-french-toast,"1 teaspoon lemon juice, or as needed (optional)",1,1,,teaspoons,1.0,lemon juice or as needed optional,lemon juice or
apple-pie-french-toast,1/2 cup butter,1/2,1/2,,cups,0.5,butter,butter
apple-pie-french-toast,2 1/2 tablespoons all-purpose flour,2 1/2,2,1/2,tablespoons,1.0,all purpose flour,flour
apple-pie-french-toast,1/2 cup brown sugar,1/2,1/2,,cups,0.5,brown sugar,brown sugar
apple-pie-french-toast,1/2 cup white sugar,1/2,1/2,,cups,0.5,white sugar,white sugar
apple-pie-french-toast,1/4 cup water,1/4,1/4,,cups,0.25,water,water
apple-pie-french-toast,9 eggs,9,9,,,9.0,eggs,eggs
apple-pie-french-toast,1/4 cup milk,1/4,1/4,,cups,0.25,milk,milk
apple-pie-french-toast,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
apple-pie-french-toast,1/2 teaspoon vanilla extract,1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
apple-pie-french-toast,1 loaf thick-cut bread,1,1,,loaves,1.0,thick cut bread,bread
apple-pie-french-toast,1/2 cup frozen butter,1/2,1/2,,cups,0.5,frozen butter,butter
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1 cup fat-free (skim) milk,1,1,,cups,1.0,fat free skim milk,skim milk
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1/2 cup fat-free egg product,1/2,1/2,,cups,0.5,fat free egg product,egg product
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1 tablespoon truvia\xae natural sweetener spoonable,1 \,1,,tablespoons,1.0,truviaxae natural sweetener spoonable,truviaxae natural sweetener spoonable
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1/4 teaspoon salt,1/4,1/4,,teaspoons,0.25,salt,salt
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1 teaspoon vanilla,1,1,,teaspoons,1.0,vanilla,vanilla
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1 tablespoon butter,1,1,,tablespoons,1.0,butter,butter
french-toast-with-mixed-berries-with-truvia-natural-sweetener,6 slices flourless sprouted 100% whole grain bread,6 100,6,,slices,6.0,flourless sprouted whole bread,flourless sprouted bread
french-toast-with-mixed-berries-with-truvia-natural-sweetener,"1 1/2 cups mixed fresh berries (raspberries, strawberries, blueberries), sliced if large",1 1/2,1/2,,large,0.5,mixed fresh berries raspberries strawberries blueberries sliced if,mixed berries raspberries strawberries blueberries
french-toast-with-mixed-berries-with-truvia-natural-sweetener,"6 tablespoons frozen (thawed) sugar-free whipped topping, sugar-free maple-flavored syrup, if desired",6,6,,tablespoons,6.0,frozen thawed sugar free whipped topping sugar free maple flavored syrup if desired,thawed sugar free whipped sugar free maple syrup desired
incredibly-sweet-and-aromatic-french-toast,"1 tablespoon butter, or as needed",1,1,,tablespoons,1.0,butter or as needed,butter or
incredibly-sweet-and-aromatic-french-toast,2 cups milk,2,2,,cups,2.0,milk,milk
incredibly-sweet-and-aromatic-french-toast,3 eggs,3,3,,,3.0,eggs,eggs
incredibly-sweet-and-aromatic-french-toast,1/2 cup white sugar,1/2,1/2,,cups,0.5,white sugar,white sugar
incredibly-sweet-and-aromatic-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
incredibly-sweet-and-aromatic-french-toast,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
incredibly-sweet-and-aromatic-french-toast,1/2 teaspoon ground allspice,1/2,1/2,,teaspoons,0.5,ground allspice,allspice
incredibly-sweet-and-aromatic-french-toast,12 thick slices texas toast,12,12,,slices,12.0,thick texas toast,texas toast
incredibly-sweet-and-aromatic-french-toast,"2 tablespoons confectioners' sugar, or as needed (optional)",2,2,,tablespoons,2.0,confectioners sugar or as needed optional,confectioners sugar or
hazelnut-french-toast,1 cup beaten eggs,1,1,,cups,1.0,beaten eggs,eggs
hazelnut-french-toast,1 cup half-and-half,1,1,,cups,1.0,half and half,half and half
hazelnut-french-toast,2 tablespoons hazelnut liqueur (such as frangelico\xae),2 \,2,,tablespoons,2.0,hazelnut liqueur such as frangelicoxae,hazelnut liqueur frangelicoxae
hazelnut-french-toast,"2 tablespoons butter, divided, or more as needed",2,2,,tablespoons,2.0,butter divided or more as needed,butter or
hazelnut-french-toast,12 pieces brioche (about 1 1/2-inch thick),12 1 1/2,12,,pieces,12.0,brioche about inch thick,brioche
hazelnut-french-toast,"1 cup toasted hazelnuts, chopped",1,1,,cups,1.0,toasted hazelnuts chopped,hazelnuts
hazelnut-french-toast,"1/2 cup maple syrup, or to taste",1/2,1/2,,cups,0.5,maple syrup or to taste,maple syrup or
chef-johns-french-toast,2 eggs,2,2,,,2.0,eggs,eggs
chef-johns-french-toast,1/2 cup milk,1/2,1/2,,cups,0.5,milk,milk
chef-johns-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
chef-johns-french-toast,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
chef-johns-french-toast,1/4 teaspoon ground allspice,1/4,1/4,,teaspoons,0.25,ground allspice,allspice
chef-johns-french-toast,1 pinch salt,1,1,,pinches,1.0,salt,salt
chef-johns-french-toast,6 (1 inch thick) slices french bread,6 1,6,1,slices,6.0,inch thick french bread,french bread
chef-johns-french-toast,"1 tablespoon butter, or as needed",1,1,,tablespoons,1.0,butter or as needed,butter or
pineapple-sage-scented-challah-french-toast,"1/2 cup 1% milk, divided",1/2 1,1/2,,cups,0.5,milk divided,milk
pineapple-sage-scented-challah-french-toast,1/4 cup fresh pineapple sage leaves,1/4,1/4,,cups,0.25,fresh pineapple sage leaves,pineapple sage leaves
pineapple-sage-scented-challah-french-toast,"1 egg, beaten",1,1,,,1.0,egg beaten,egg
pineapple-sage-scented-challah-french-toast,2 teaspoons brown sugar,2,2,,teaspoons,2.0,brown sugar,brown sugar
pineapple-sage-scented-challah-french-toast,1 splash vanilla extract,1,1,,splash,1.0,vanilla extract,vanilla extract
pineapple-sage-scented-challah-french-toast,2 thick slices raisin challah bread,2,2,,slices,2.0,thick raisin challah bread,raisin challah bread
pineapple-sage-scented-challah-french-toast,"1 tablespoon vegetable oil, or as needed",1,1,,tablespoons,1.0,vegetable oil or as needed,vegetable oil or
apple-cinnamon-french-toast,pam\xae no-stick cooking spray,\,,,,,pamxae no stick cooking spray,no stick cooking spray
apple-cinnamon-french-toast,"3 medium apples, peeled, cored, and cut into 1/8-inch-thick slices",3 1/8,3,,slices,3.0,apples peeled cored and cut into inch thick,apples and
apple-cinnamon-french-toast,3 tablespoons maple flavored pancake syrup,3,3,,tablespoons,3.0,maple flavored pancake syrup,maple pancake syrup
apple-cinnamon-french-toast,1/2 cup egg beaters\xae original,1/2 \,1/2,,cups,0.5,egg beatersxae original,egg beatersxae
apple-cinnamon-french-toast,1/4 cup fat free milk,1/4,1/4,,cups,0.25,fat free milk,milk
apple-cinnamon-french-toast,"6 slices cinnamon swirl bread, confectioners' sugar (optional)",6,6,,slices,6.0,cinnamon swirl bread confectioners sugar optional,cinnamon swirl bread confectioners sugar
pbj-french-toast,6 tablespoons peanut butter,6,6,,tablespoons,6.0,peanut butter,peanut butter
pbj-french-toast,6 tablespoons mixed berry jam,6,6,,tablespoons,6.0,mixed berry jam,mixed berry jam
pbj-french-toast,12 slices challah bread,12,12,,slices,12.0,challah bread,challah bread
pbj-french-toast,1 cup milk,1,1,,cups,1.0,milk,milk
pbj-french-toast,4 eggs,4,4,,,4.0,eggs,eggs
pbj-french-toast,1/4 cup white sugar,1/4,1/4,,cups,0.25,white sugar,white sugar
pbj-french-toast,2 tablespoons raspberry-flavored liqueur,2,2,,tablespoons,2.0,raspberry flavored liqueur,raspberry liqueur
pbj-french-toast,1/2 teaspoon vanilla extract,1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
pbj-french-toast,"1 tablespoon vegetable oil, or as needed",1,1,,tablespoons,1.0,vegetable oil or as needed,vegetable oil or
nutella-stuffed-french-toast,"2 tablespoons chocolate-hazelnut spread (such as nutella\xae), or more to taste",2 \,2,,tablespoons,2.0,chocolate hazelnut spread such as nutellaxae or more to taste,chocolate hazelnut nutellaxae or
nutella-stuffed-french-toast,4 slices cinnamon bread (such as pepperidge farm\xae),4 \,4,,slices,4.0,cinnamon bread such as pepperidge farmxae,cinnamon bread farmxae
nutella-stuffed-french-toast,1/4 cup milk,1/4,1/4,,cups,0.25,milk,milk
nutella-stuffed-french-toast,"1 large egg, beaten",1,1,,large,1.0,egg beaten,egg
nutella-stuffed-french-toast,"1/4 teaspoon vanilla extract, cooking spray",1/4,1/4,,teaspoons,0.25,vanilla extract cooking spray,vanilla extract cooking spray
banana-and-nutella-french-toast,1/4 cup chocolate-hazelnut spread (such as nutella\xae),1/4 \,1/4,,cups,0.25,chocolate hazelnut spread such as nutellaxae,chocolate hazelnut nutellaxae
banana-and-nutella-french-toast,4 slices bread,4,4,,slices,4.0,bread,bread
banana-and-nutella-french-toast,"1 banana, sliced",1,1,,,1.0,banana sliced,banana
banana-and-nutella-french-toast,1/4 cup chocolate milk,1/4,1/4,,cups,0.25,chocolate milk,chocolate milk
banana-and-nutella-french-toast,"2 eggs, beaten",2,2,,,2.0,eggs beaten,eggs
banana-and-nutella-french-toast,1 tablespoon vanilla extract,1,1,,tablespoons,1.0,vanilla extract,vanilla extract
banana-and-nutella-french-toast,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
banana-and-nutella-french-toast,2 tablespoons butter,2,2,,tablespoons,2.0,butter,butter
vanilla-almond-spiced-french-toast,2 cups whole milk,2,2,,cups,2.0,whole milk,milk
vanilla-almond-spiced-french-toast,2 tablespoons brown sugar,2,2,,tablespoons,2.0,brown sugar,brown sugar
vanilla-almond-spiced-french-toast,4 large eggs,4,4,,large,4.0,eggs,eggs
vanilla-almond-spiced-french-toast,1 teaspoon double-strength imitation vanilla extract (such as goodman's route 66),1 66,1,,teaspoons,1.0,double strength imitation vanilla extract such as goodmans route,double strength imitation vanilla extract goodmans route
vanilla-almond-spiced-french-toast,1/2 teaspoon almond extract (such as watkins\xae pure almond extract),1/2 \,1/2,,teaspoons,0.5,almond extract such as watkinsxae pure almond extract,almond extract watkinsxae almond extract
vanilla-almond-spiced-french-toast,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
vanilla-almond-spiced-french-toast,1/4 teaspoon ground nutmeg,1/4,1/4,,teaspoons,0.25,ground nutmeg,nutmeg
vanilla-almond-spiced-french-toast,1/8 teaspoon ground allspice,1/8,1/8,,teaspoons,0.13,ground allspice,allspice
vanilla-almond-spiced-french-toast,8 thick slices slightly stale texas toast,8,8,,slices,8.0,thick slightly stale texas toast,stale texas toast
strawberry-french-toast,1/2 cup sliced almonds (optional),1/2,1/2,,cups,0.5,sliced almonds optional,almonds
