title,ingr_full,quant,units,ingr,category,subcategory
french-toast-sandwiches,1/4 teaspoon ground allspice,0.25,teaspoons,allspice,flavor,spice
french-toast-sandwiches,1/2 teaspoon ground nutmeg,0.5,teaspoons,nutmeg,flavor,spice
french-toast-sandwiches,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
french-toast-sandwiches,8 slices sara lee\xae soft &amp; smooth\u2122 whole grain white bread,8.0,slices,white bread,bread,
french-toast-sandwiches,2 tablespoons butter,2.0,tablespoons,butter,fat,
french-toast-sandwiches,3/4 cup liquid egg substitute,0.75,cups,egg substitute,eggs,
french-toast-sandwiches,1/4 cup fat free half-and-half,0.25,cups,half and half,milkcream,
french-toast-strata-with-apples-and-raisins,1 loaf sara lee\xae soft &amp; smooth\u2122 whole grain white bread,1.0,loaves,white bread,bread,
french-toast-strata-with-apples-and-raisins,"1 (8 ounce) package neufchatel cheese, cubed",8.0,ounces,neufchatel cheese,dairy,cheese
french-toast-strata-with-apples-and-raisins,1 cup diced peeled apples,1.0,cups,apples,fruit,
french-toast-strata-with-apples-and-raisins,1/2 cup raisins,0.5,cups,raisins,fruit dried,
french-toast-strata-with-apples-and-raisins,4 eggs,4.0,,eggs,eggs,
french-toast-strata-with-apples-and-raisins,3/4 cup egg substitute,0.75,cups,egg substitute,eggs,
french-toast-strata-with-apples-and-raisins,1 cup half-and-half cream,1.0,cups,half and half,milkcream,
french-toast-strata-with-apples-and-raisins,1 1/2 cups fat-free half-and-half,0.5,cups,half and half,milkcream,
french-toast-strata-with-apples-and-raisins,"6 tablespoons butter, melted",6.0,tablespoons,butter,fat,
french-toast-strata-with-apples-and-raisins,1/4 cup maple syrup,0.25,cups,syrup,syrup,
easy-oven-baked-french-toast-with-raisin-syrup,french toast,,,french toast,bread,
easy-oven-baked-french-toast-with-raisin-syrup,2 eggs,2.0,,eggs,eggs,
easy-oven-baked-french-toast-with-raisin-syrup,1/2 cup milk,0.5,cups,milk,milkcream,
easy-oven-baked-french-toast-with-raisin-syrup,1/2 teaspoon vanilla,0.5,teaspoons,vanilla,flavor,spice
easy-oven-baked-french-toast-with-raisin-syrup,"8 slices raisin cinnamon bread, sauce",8.0,slices,cinnamon raisin bread,bread,
easy-oven-baked-french-toast-with-raisin-syrup,1/2 cup maple flavor syrup,0.5,cups,syrup,syrup,
easy-oven-baked-french-toast-with-raisin-syrup,1/4 cup honey,0.25,cups,honey,flavor,
easy-oven-baked-french-toast-with-raisin-syrup,1/2 cup california raisins,0.5,cups,raisins,fruit dried,
cheesy-french-toast,"4 eggs, beaten",4.0,,eggs,eggs,
cheesy-french-toast,1/4 cup milk,0.25,cups,milk,milkcream,
cheesy-french-toast,1 cup shredded swiss cheese,1.0,cups,swiss cheese,dairy,cheese
cheesy-french-toast,1 tablespoon chopped fresh chives,1.0,tablespoons,chives,flavor,bulb
cheesy-french-toast,4 teaspoons butter,4.0,teaspoons,butter,fat,
cheesy-french-toast,"1 french baguette, cut into 1/2 inch slices",0.5,slices,baguette,bread,
cheesy-french-toast,8 ounces sliced ham,8.0,ounces,ham,meat,
cheesy-french-toast,1 cup tomato chutney,1.0,cups,tomato chutney,spread,
red-kisses-french-toast,3 large eggs,3.0,large,eggs,eggs,
red-kisses-french-toast,2 tablespoons milk,2.0,tablespoons,milk,milkcream,
red-kisses-french-toast,4 slices market pantry\u2122 roundtop white sandwich bread,4.0,slices,white bread,bread,
red-kisses-french-toast,"10 hershey's dark chocolate kisses, unwrapped, strawberry jam, archer farms\u2122 cinnamon",10.0,,ERROR MULTI INGR,,
french-toasted-mozzarella-and-prosciutto-sandwiches,12 slices homemade-style white bread,12.0,slices,white bread,bread,
french-toasted-mozzarella-and-prosciutto-sandwiches,8 ounces lightly salted mozzarella cheese,8.0,ounces,mozzarella cheese,dairy,cheese
french-toasted-mozzarella-and-prosciutto-sandwiches,24 rinsed and dried large fresh basil leaves,24.0,large,basil,flavor,herb
french-toasted-mozzarella-and-prosciutto-sandwiches,4 ounces thinly sliced prosciutto di parma,4.0,ounces,prosciutto di parma,meat,
french-toasted-mozzarella-and-prosciutto-sandwiches,"2 large eggs, lightly beaten",2.0,large,eggs,eggs,
french-toasted-mozzarella-and-prosciutto-sandwiches,2 tablespoons milk,2.0,tablespoons,milk,milkcream,
french-toasted-mozzarella-and-prosciutto-sandwiches,1/2 cup packaged dried bread crumbs,0.5,cups,bread,bread,
french-toasted-mozzarella-and-prosciutto-sandwiches,"1/4 cup pine nuts, finely chopped, kosher salt and freshly milled black",0.25,cups,ERROR MULTI INGR,,
french-toasted-mozzarella-and-prosciutto-sandwiches,3 tablespoons extra virgin olive oil,3.0,tablespoons,oil,fat,
eggnog-french-toast,"2 eggs, beaten slightly",2.0,,eggs,eggs,
eggnog-french-toast,1 1/2 cups eggnog,0.5,cups,eggnog,milkcream,
eggnog-french-toast,1 1/2 tablespoons ground cinnamon,0.5,tablespoons,cinnamon,flavor,spice
eggnog-french-toast,1 teaspoon pumpkin pie spice,1.0,teaspoons,pumpkin pie spice,flavor,spice
eggnog-french-toast,12 slices french bread,12.0,slices,french bread,bread,
oo-la-la-french-toast-strata,"1/3 cup splenda\xae no calorie sweetener, granulated",0.33,cups,sugar,sugar,
oo-la-la-french-toast-strata,1 cup egg substitute,1.0,cups,egg substitute,eggs,
oo-la-la-french-toast-strata,2/3 cup nonfat milk,0.67,cups,milk,milkcream,
oo-la-la-french-toast-strata,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
oo-la-la-french-toast-strata,3/4 teaspoon maple extract,0.75,teaspoons,maple extract,flavor,spice
oo-la-la-french-toast-strata,8 slices cinnamon raisin bread,8.0,slices,cinnamon raisin bread,bread,
oo-la-la-french-toast-strata,"2 cups apples - peeled, cored and thinly sliced",2.0,cups,apples,fruit,
oo-la-la-french-toast-strata,1/4 cup low fat cream cheese,0.25,cups,cream cheese,dairy,cheese
oo-la-la-french-toast-strata,"1 tablespoon splenda\xae no calorie sweetener, granulated",1.0,tablespoons,sugar,sugar,
oo-la-la-french-toast-strata,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
yummy-french-toast,3 large eggs,3.0,large,eggs,eggs,
yummy-french-toast,2/3 cup milk,0.67,cups,milk,milkcream,
yummy-french-toast,2 tablespoons granulated sugar,2.0,tablespoons,sugar,sugar,
yummy-french-toast,1 teaspoon cinnamon,1.0,teaspoons,cinnamon,flavor,spice
yummy-french-toast,1/2 teaspoon nutmeg,0.5,teaspoons,nutmeg,flavor,spice
yummy-french-toast,1 teaspoon vanilla,1.0,teaspoons,vanilla,flavor,spice
yummy-french-toast,8 slices bread,8.0,slices,bread,bread,
yummy-french-toast,2 tablespoons canola oil,2.0,tablespoons,oil,fat,
lorena-garcias-crispy-french-toast,1 cup 1% low-fat milk,1.0,cups,milk,milkcream,
lorena-garcias-crispy-french-toast,3/4 cup half-and-half,0.75,cups,half and half,milkcream,
lorena-garcias-crispy-french-toast,"1/2 cup splenda\xae no calorie sweetener, granulated",0.5,cups,sugar,sugar,
lorena-garcias-crispy-french-toast,2 tablespoons vanilla extract,2.0,tablespoons,vanilla,flavor,spice
lorena-garcias-crispy-french-toast,4 large eggs,4.0,large,eggs,eggs,
lorena-garcias-crispy-french-toast,"6 thick slices white bread, crusts removed and cut diagonally in half",6.0,slices,white bread,bread,
lorena-garcias-crispy-french-toast,"4 cups cornflakes cereal, finely crushed",4.0,cups,cereal,cereal,
lorena-garcias-crispy-french-toast,2 tablespoons ground cinnamon,2.0,tablespoons,cinnamon,flavor,spice
lorena-garcias-crispy-french-toast,"1 cup strawberries, sliced",1.0,cups,strawberries,fruit,
lorena-garcias-crispy-french-toast,"1 cup fat-free vanilla yogurt, optional garnish: fresh mint sprigs",1.0,cups,yogurt,dairy,yogurt
peanut-butter-crunch-french-toast,1/2 cup creamy peanut butter,0.5,cups,peanut butter,spread,
peanut-butter-crunch-french-toast,16 (1/2 inch) slices brioche,16.0,slices,brioche,bread,
peanut-butter-crunch-french-toast,"4 large eggs, beaten",4.0,large,eggs,eggs,
peanut-butter-crunch-french-toast,1/4 cup heavy cream,0.25,cups,heavy cream,milkcream,
peanut-butter-crunch-french-toast,2 teaspoons pure vanilla extract,2.0,teaspoons,vanilla,flavor,spice
peanut-butter-crunch-french-toast,"4 cups cornflakes, finely crushed",4.0,cups,cornflakes cereal,cereal,
peanut-butter-crunch-french-toast,"4 tablespoons unsalted butter, confectioners' sugar, for dusting",4.0,tablespoons,butter,fat,
peanut-butter-crunch-french-toast,"4 cups mixed berries, maple syrup, for serving",4.0,serving,ERROR MULTI INGR,,
toffee-apple-french-toast,8 cups cubed french bread (1 inch cubes),8.0,cups,french bread,bread,
toffee-apple-french-toast,"2 medium tart apples, peeled and chopped",2.0,medium,apples,fruit,
toffee-apple-french-toast,"1 (8 ounce) package cream cheese, softened",8.0,ounces,cream cheese,dairy,cheese
toffee-apple-french-toast,3/4 cup packed brown sugar,0.75,cups,brown sugar,sugar,
toffee-apple-french-toast,1/4 cup sugar,0.25,cups,sugar,sugar,
toffee-apple-french-toast,"1 3/4 cups milk, divided",0.75,cups,milk,milkcream,
toffee-apple-french-toast,"2 teaspoons vanilla extract, divided",2.0,teaspoons,vanilla,flavor,spice
toffee-apple-french-toast,1/2 cup english toffee bits or almond brickle chips,0.5,cups,toffee,flavor,
toffee-apple-french-toast,5 eggs,5.0,,eggs,eggs,
waffled-french-toast,1 egg,1.0,,eggs,eggs,
waffled-french-toast,1 egg white,1.0,,egg whites,eggs,
waffled-french-toast,1/4 cup fat-free milk,0.25,cups,milk,milkcream,
waffled-french-toast,4 slices whole wheat or white bread,4.0,slices,whole bread,bread,
waffled-french-toast,1 cup sliced fresh strawberries,1.0,cups,strawberries,fruit,
waffled-french-toast,1/4 cup reduced-calorie pancake syrup,0.25,cups,syrup,syrup,
eggnog-french-toast,24 (3/4 inch thick) slices french bread,24.0,slices,french bread,bread,
eggnog-french-toast,9 eggs,9.0,,eggs,eggs,
eggnog-french-toast,3 cups half-and-half cream,3.0,cups,half and half,milkcream,
eggnog-french-toast,1/3 cup sugar,0.33,cups,sugar,sugar,
eggnog-french-toast,2 teaspoons vanilla extract,2.0,teaspoons,vanilla,flavor,spice
eggnog-french-toast,1 1/2 teaspoons rum extract,0.5,teaspoons,rum extract,flavor,spice
eggnog-french-toast,"1/2 teaspoon ground nutmeg, confectioners' sugar",0.5,teaspoons,confectioners sugar,sugar,
baked-blueberry-french-toast,24 slices day-old french bread,24.0,slices,french bread,bread,
baked-blueberry-french-toast,"1 (8 ounce) package reduced-fat cream cheese, cubed",8.0,ounces,cream cheese,dairy,cheese
baked-blueberry-french-toast,2/3 cup fat-free milk,0.67,cups,milk,milkcream,
baked-blueberry-french-toast,1/2 cup reduced-fat sour cream,0.5,cups,sour cream,dairy,sour cream
baked-blueberry-french-toast,1/2 cup fat-free plain yogurt,0.5,cups,yogurt,dairy,yogurt
baked-blueberry-french-toast,1/3 cup maple syrup,0.33,cups,syrup,syrup,
baked-blueberry-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
baked-blueberry-french-toast,1 teaspoon ground nutmeg,1.0,teaspoons,nutmeg,flavor,spice
baked-blueberry-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
baked-blueberry-french-toast,2 cups egg substitute,2.0,cups,egg substitute,eggs,
baked-blueberry-french-toast,"2 cups fresh or frozen blueberries, confectioners' sugar",2.0,cups,blueberries,fruit,
stuffed-french-toast,8 (1 inch thick) slices french bread,8.0,slices,french bread,bread,
stuffed-french-toast,"2 (3 ounce) packages cream cheese, softened",6.0,ounces,cream cheese,dairy,cheese
stuffed-french-toast,"1/3 cup crushed pineapple, undrained",0.33,cups,pineapple,fruit,
stuffed-french-toast,1/2 cup chopped pecans,0.5,cups,pecans,nut,
stuffed-french-toast,4 eggs,4.0,,eggs,eggs,
stuffed-french-toast,1 cup whipping cream,1.0,cups,whipping cream,milkcream,
stuffed-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
stuffed-french-toast,"1 1/2 teaspoons ground ginger, apricot syrup:",0.5,teaspoons,ginger apricot syrup,syrup,
stuffed-french-toast,1 (12 ounce) jar apricot preserves,12.0,ounces,apricot jam,spread,
stuffed-french-toast,1/3 cup orange juice,0.33,cups,orange juice,flavor,liquid
crispy-french-toast,1/2 cup egg substitute,0.5,cups,egg substitute,eggs,
crispy-french-toast,1/2 cup fat-free milk,0.5,cups,milk,milkcream,
crispy-french-toast,1/4 cup orange juice,0.25,cups,orange juice,flavor,liquid
crispy-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
crispy-french-toast,1 dash ground nutmeg,1.0,dashes,nutmeg,flavor,spice
crispy-french-toast,12 (3/4 inch thick) slices day-old french bread,12.0,slices,french bread,bread,
crispy-french-toast,1 1/2 cups crushed cornflakes,0.5,cups,cornflakes cereal,cereal,
peach-french-toast,1 cup packed brown sugar,1.0,cups,brown sugar,sugar,
peach-french-toast,1/2 cup butter or margarine,0.5,cups,butter,fat,
peach-french-toast,2 tablespoons water,2.0,tablespoons,water,other,
peach-french-toast,"1 (29 ounce) can sliced peaches, drained",29.0,ounces,peaches,fruit,
peach-french-toast,12 (3/4 inch thick) slices day-old french bread,12.0,slices,french bread,bread,
peach-french-toast,5 eggs,5.0,,eggs,eggs,
peach-french-toast,1 1/2 cups milk,0.5,cups,milk,milkcream,
peach-french-toast,"1 tablespoon vanilla extract, ground cinnamon",1.0,tablespoons,vanilla,flavor,spice
family-style-french-toast,2/3 cup packed brown sugar,0.67,cups,brown sugar,sugar,
family-style-french-toast,"1/2 cup butter or margarine, melted",0.5,cups,butter,fat,
family-style-french-toast,2 teaspoons ground cinnamon,2.0,teaspoons,cinnamon,flavor,spice
family-style-french-toast,"6 eggs, lightly beaten",6.0,,eggs,eggs,
family-style-french-toast,1 3/4 cups milk,0.75,cups,milk,milkcream,
family-style-french-toast,"1 (1 pound) loaf french bread, cut into 1 inch slices, confectioners' sugar",1.0,slices,french bread,bread,
orange-french-toast,"6 eggs, lightly beaten",6.0,,eggs,eggs,
orange-french-toast,3/4 cup orange juice,0.75,cups,orange juice,flavor,liquid
orange-french-toast,1/2 cup half-and-half cream,0.5,cups,half and half,milkcream,
orange-french-toast,2 tablespoons sugar,2.0,tablespoons,sugar,sugar,
orange-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
orange-french-toast,1/2 teaspoon grated orange peel,0.5,teaspoons,orange peel,flavor,zest
orange-french-toast,8 thick slices cinnamon bread,8.0,slices,cinnamon bread,bread,
orange-french-toast,"1/4 cup butter or margarine, melted",0.25,cups,butter,fat,
chocolate-french-toast,3 eggs,3.0,,eggs,eggs,
chocolate-french-toast,1 cup milk,1.0,cups,milk,milkcream,
chocolate-french-toast,1 teaspoon sugar,1.0,teaspoons,sugar,sugar,
chocolate-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
chocolate-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
chocolate-french-toast,"12 slices day old bread, crusts removed",12.0,slices,bread,bread,
chocolate-french-toast,"3 (1.55 ounce) bars milk chocolate candy bars*, halved",3.0,ounces,choclate bar,flavor,choclate
chocolate-french-toast,"2 tablespoons butter or margarine, confectioners' sugar",2.0,tablespoons,butter,fat,
strawberry-banana-french-toast,10 (1 inch thick) slices day-old french bread,10.0,slices,french bread,bread,
strawberry-banana-french-toast,"5 eggs, lightly beaten",5.0,,eggs,eggs,
strawberry-banana-french-toast,3/4 cup milk,0.75,cups,milk,milkcream,
strawberry-banana-french-toast,1 tablespoon vanilla extract,1.0,tablespoons,vanilla,flavor,spice
strawberry-banana-french-toast,1/4 teaspoon baking powder,0.25,teaspoons,baking powder,other,
strawberry-banana-french-toast,1 (16 ounce) package frozen sweetened whole strawberries,16.0,ounces,strawberries,fruit,
strawberry-banana-french-toast,"4 firm bananas, sliced",4.0,,bananas,fruit,
strawberry-banana-french-toast,1 cup sugar,1.0,cups,sugar,sugar,
strawberry-banana-french-toast,1 tablespoon pumpkin pie or apple pie spice,1.0,tablespoons,pumpkin pie spice,flavor,spice
strawberry-banana-french-toast,1 tablespoon cinnamon sugar,1.0,tablespoons,cinnamon sugar,sugar,
overnight-caramel-french-toast,1 cup packed brown sugar,1.0,cups,brown sugar,sugar,
overnight-caramel-french-toast,1/2 cup butter,0.5,cups,butter,fat,
overnight-caramel-french-toast,2 tablespoons light corn syrup,2.0,tablespoons,syrup,syrup,
overnight-caramel-french-toast,12 slices bread,12.0,slices,bread,bread,
overnight-caramel-french-toast,1/4 cup sugar,0.25,cups,sugar,sugar,
overnight-caramel-french-toast,"1 teaspoon ground cinnamon, divided",1.0,teaspoons,cinnamon,flavor,spice
overnight-caramel-french-toast,6 eggs,6.0,,eggs,eggs,
overnight-caramel-french-toast,1 1/2 cups milk,0.5,cups,milk,milkcream,
overnight-caramel-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
freezer-french-toast,4 eggs,4.0,,eggs,eggs,
freezer-french-toast,1 cup milk,1.0,cups,milk,milkcream,
freezer-french-toast,2 tablespoons sugar,2.0,tablespoons,sugar,sugar,
freezer-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
freezer-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,nutmeg,flavor,spice
freezer-french-toast,10 (3/4 inch thick) slices day-old french bread,10.0,slices,french bread,bread,
freezer-french-toast,"1 tablespoon butter or stick margarine, melted",1.0,tablespoons,butter,fat,
cheddar-french-toast-with-dried-fruit-syrup,1 1/2 cups maple syrup,0.5,cups,syrup,syrup,
cheddar-french-toast-with-dried-fruit-syrup,1 (7 ounce) bag diced dried mixed fruit,7.0,ounces,dried fruit,fruit dried,
cheddar-french-toast-with-dried-fruit-syrup,1/4 cup chopped walnuts,0.25,cups,walnuts,nut,
cheddar-french-toast-with-dried-fruit-syrup,12 slices italian or french bread (cut diagonally 1-inch thick),12.0,slices,italian bread,bread,
cheddar-french-toast-with-dried-fruit-syrup,1 1/3 cups shredded sharp cheddar cheese,0.33,cups,sharp cheddar cheese,dairy,cheese
cheddar-french-toast-with-dried-fruit-syrup,4 eggs,4.0,,eggs,eggs,
cheddar-french-toast-with-dried-fruit-syrup,2 cups milk,2.0,cups,milk,milkcream,
cheddar-french-toast-with-dried-fruit-syrup,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
blueberry-french-toast-cobbler,4 eggs,4.0,,eggs,eggs,
blueberry-french-toast-cobbler,1/2 cup milk,0.5,cups,milk,milkcream,
blueberry-french-toast-cobbler,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
blueberry-french-toast-cobbler,1/4 teaspoon baking powder,0.25,teaspoons,baking powder,other,
blueberry-french-toast-cobbler,10 (3/4 inch thick) slices day-old french bread,10.0,slices,french bread,bread,
blueberry-french-toast-cobbler,4 1/2 cups unsweetened frozen blueberries,2.0,cups,blueberries,fruit,
blueberry-french-toast-cobbler,1/2 cup sugar,0.5,cups,sugar,sugar,
blueberry-french-toast-cobbler,"2 tablespoons butter or margarine, melted",2.0,tablespoons,butter,fat,
blueberry-french-toast-cobbler,1 teaspoon cornstarch,1.0,teaspoons,cornstarch,other,
blueberry-french-toast-cobbler,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
blueberry-french-toast-cobbler,"1 tablespoon butter or margarine, softened",1.0,tablespoons,butter,fat,
baked-french-toast-with-home-style-syrup,"4 eggs, lightly beaten",4.0,,eggs,eggs,
baked-french-toast-with-home-style-syrup,1 cup milk,1.0,cups,milk,milkcream,
baked-french-toast-with-home-style-syrup,2 teaspoons vanilla extract,2.0,teaspoons,vanilla,flavor,spice
baked-french-toast-with-home-style-syrup,1 teaspoon salt,1.0,teaspoons,salt,flavor,spice
baked-french-toast-with-home-style-syrup,12 slices day-old french bread,12.0,slices,french bread,bread,
baked-french-toast-with-home-style-syrup,1 1/4 cups crushed cornflakes,0.25,cups,cornflakes cereal,cereal,
baked-french-toast-with-home-style-syrup,"1 tablespoon butter or margarine, syrup:",1.0,tablespoons,syrup,syrup,
baked-french-toast-with-home-style-syrup,1 1/2 cups sugar,0.5,cups,sugar,sugar,
baked-french-toast-with-home-style-syrup,2/3 cup light corn syrup,0.67,cups,syrup,syrup,
baked-french-toast-with-home-style-syrup,1/2 cup water,0.5,cups,water,other,
baked-french-toast-with-home-style-syrup,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
baked-french-toast-with-home-style-syrup,1 (5 ounce) can evaporated milk,1.0,ounces,evaporated milk,milkcream,
baked-french-toast-with-home-style-syrup,1/2 teaspoon butter flavoring,0.5,teaspoons,butter,fat,
baked-french-toast-with-home-style-syrup,1/2 teaspoon almond extract,0.5,teaspoons,almond extract,flavor,spice
apple-cinnamon-baked-french-toast,10 (3/4 inch thick) slices day-old french bread,10.0,slices,french bread,bread,
apple-cinnamon-baked-french-toast,"6 eggs, lightly beaten",6.0,,eggs,eggs,
apple-cinnamon-baked-french-toast,2 3/4 cups milk,1.5,cups,milk,milkcream,
apple-cinnamon-baked-french-toast,"2/3 cup sugar, divided",0.67,cups,sugar,sugar,
apple-cinnamon-baked-french-toast,1 tablespoon vanilla extract,1.0,tablespoons,vanilla,flavor,spice
apple-cinnamon-baked-french-toast,"4 medium apples - peeled, cored and thinly sliced",4.0,medium,apples,fruit,
apple-cinnamon-baked-french-toast,2 teaspoons ground cinnamon,2.0,teaspoons,cinnamon,flavor,spice
apple-cinnamon-baked-french-toast,3/4 teaspoon ground nutmeg,0.75,teaspoons,nutmeg,flavor,spice
apple-cinnamon-baked-french-toast,1 tablespoon butter or margarine,1.0,tablespoons,butter,fat,
overnight-french-toast,9 eggs,9.0,,eggs,eggs,
overnight-french-toast,3 cups light cream,3.0,cups,light cream,milkcream,
overnight-french-toast,1/3 cup sugar,0.33,cups,sugar,sugar,
overnight-french-toast,1 1/2 teaspoons rum flavored extract (optional),0.5,teaspoons,rum extract,flavor,spice
overnight-french-toast,1 1/2 teaspoons vanilla extract,0.5,teaspoons,vanilla,flavor,spice
overnight-french-toast,1/2 teaspoon ground nutmeg,0.5,teaspoons,nutmeg,flavor,spice
overnight-french-toast,"24 (3/4 inch thick) slices french bread, praline syrup:",24.0,slices,french bread,bread,
overnight-french-toast,1 1/2 cups packed brown sugar,0.5,cups,brown sugar,sugar,
overnight-french-toast,1/2 cup light corn syrup,0.5,cups,syrup,syrup,
overnight-french-toast,1/2 cup water,0.5,cups,water,other,
overnight-french-toast,"1/2 cup chopped pecans, toasted",0.5,cups,pecans,nut,
overnight-french-toast,2 tablespoons butter or margarine,2.0,tablespoons,butter,fat,
whole-grain-french-toast-with-nutmeg-scented-fruit,fruit,,,fruit,fruit,
whole-grain-french-toast-with-nutmeg-scented-fruit,1/2 cup apricot all-fruit spread,0.5,cups,apricot,fruit,
whole-grain-french-toast-with-nutmeg-scented-fruit,1/4 cup water,0.25,cups,water,other,
whole-grain-french-toast-with-nutmeg-scented-fruit,2 teaspoons lemon juice,2.0,teaspoons,lemon juice,flavor,liquid
whole-grain-french-toast-with-nutmeg-scented-fruit,1/2 teaspoon nutmeg,0.5,teaspoons,nutmeg,flavor,spice
whole-grain-french-toast-with-nutmeg-scented-fruit,3 pears,3.0,,pears,fruit,
whole-grain-french-toast-with-nutmeg-scented-fruit,"1/3 cup dried apricots, chopped, french toast",0.33,cups,dried apricots,fruit dried,
whole-grain-french-toast-with-nutmeg-scented-fruit,2 eggs,2.0,,eggs,eggs,
whole-grain-french-toast-with-nutmeg-scented-fruit,2 egg whites,2.0,,egg whites,eggs,
whole-grain-french-toast-with-nutmeg-scented-fruit,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
whole-grain-french-toast-with-nutmeg-scented-fruit,1/4 teaspoon nutmeg,0.25,teaspoons,nutmeg,flavor,spice
whole-grain-french-toast-with-nutmeg-scented-fruit,1/4 cup fat-free milk,0.25,cups,milk,milkcream,
whole-grain-french-toast-with-nutmeg-scented-fruit,8 slices whole wheat or multigrain bread,8.0,slices,multigrain bread,bread,
crunchy-raisin-bread-french-toast,3/4 cup egg substitute,0.75,cups,egg substitute,eggs,
crunchy-raisin-bread-french-toast,1/3 cup skim milk,0.33,cups,skim milk,milkcream,
crunchy-raisin-bread-french-toast,1 teaspoon vanilla,1.0,teaspoons,vanilla,flavor,spice
crunchy-raisin-bread-french-toast,2 tablespoons powdered sugar,2.0,tablespoons,powdered sugar,sugar,
crunchy-raisin-bread-french-toast,1/8 teaspoon ground nutmeg,0.13,teaspoons,nutmeg,flavor,spice
crunchy-raisin-bread-french-toast,2 cups whole grain wheat and barley cereal or coarsely crushed bran flakes,2.0,grain,cereal,cereal,
crunchy-raisin-bread-french-toast,"8 slices sun-maid\xae raisin bread, powdered sugar for topping (optional)",8.0,slices,raisin bread,bread,
cinnamon-french-toast,1/2 cup evaporated skim milk,0.5,cups,evaporated milk,milkcream,
cinnamon-french-toast,1/2 cup fat-free egg substitute,0.5,cups,egg substitute,eggs,
cinnamon-french-toast,1/8 teaspoon ground cinnamon,0.13,teaspoons,cinnamon,flavor,spice
cinnamon-french-toast,1/8 teaspoon grated nutmeg,0.13,teaspoons,nutmeg,flavor,spice
cinnamon-french-toast,8 slices whole-wheat or whole-grain bread,8.0,slices,whole bread,bread,
cinnamon-french-toast,2 teaspoons canola oil,2.0,teaspoons,oil,fat,
cinnamon-french-toast,"3 peaches, sliced",3.0,,peaches,fruit,
cinnamon-french-toast,1 cup raspberries,1.0,cups,raspberries,fruit,
stuffed-french-toast,4 slices cinnamon raisin bread,4.0,slices,cinnamon raisin bread,bread,
stuffed-french-toast,4 tablespoons philadelphia cream cheese spread,4.0,tablespoons,cream cheese,dairy,cheese
stuffed-french-toast,8 slices oscar mayer shaved honey ham,8.0,slices,ham,meat,
stuffed-french-toast,2 eggs,2.0,,eggs,eggs,
stuffed-french-toast,2 tablespoons milk,2.0,tablespoons,milk,milkcream,
stuffed-french-toast,2 teaspoons sugar,2.0,teaspoons,sugar,sugar,
stuffed-french-toast,2 tablespoons maple-flavored or pancake syrup,2.0,tablespoons,syrup,syrup,
raspberry-stuffed-french-toast-with-custard-sauce,1 (4 ounce) package philadelphia neufchatel cheese,4.0,ounces,neufchatel cheese,dairy,cheese
raspberry-stuffed-french-toast-with-custard-sauce,1/3 less fat than cream cheese,0.33,,cream cheese,dairy,cheese
raspberry-stuffed-french-toast-with-custard-sauce,1/2 cup sugar,0.5,cups,sugar,sugar,
raspberry-stuffed-french-toast-with-custard-sauce,2 teaspoons vanilla,2.0,teaspoons,vanilla,flavor,spice
raspberry-stuffed-french-toast-with-custard-sauce,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
raspberry-stuffed-french-toast-with-custard-sauce,"2 eggs, plus",2.0,,eggs,eggs,
raspberry-stuffed-french-toast-with-custard-sauce,2 egg whites,2.0,,egg whites,eggs,
raspberry-stuffed-french-toast-with-custard-sauce,"5 cups fat-free milk, divided",5.0,cups,milk,milkcream,
raspberry-stuffed-french-toast-with-custard-sauce,"18 slices french baguette, ends trimmed, divided",18.0,slices,baguette,bread,
raspberry-stuffed-french-toast-with-custard-sauce,"1 (12 ounce) package frozen unsweetened raspberries, divided",12.0,ounces,raspberries,fruit,
raspberry-stuffed-french-toast-with-custard-sauce,1 pkg. (4 serving size) jell-o vanilla flavor instant pudding &amp; pie filling,1.0,serving,vanilla pie filling,spread,
banana-french-toast-breakfast-sandwiches,1/2 cup liquid egg substitute,0.5,cups,egg substitute,eggs,
